Date,Open,High,Low,Close,Volume,MVRV,RealizedPrice,Short_Term_Holder_SOPR,Supply_in_Loss,Spent_Output_Profit_Ratio__SOPR_Day__1,Net_Realized_Profit_and_Loss__NRPL,RSI_14,UTXOs_in_Loss,UTXOs_in_Loss_pct,Supply_in_Loss_pct,Dist_to_SMA200,Adjusted_SOPR__aSOPR,Price_to_Realized,MVRV_z_365,ROI30d,BB_PercentB_20,Drawdown_from_ATH,Sharpe_30d,Supply_in_Profit_pct,OBV,UTXOs_in_Profit_pct,CapMVRVCur,Supply_in_Profit,logret_1d,Stoch_K_14_3,Net_Unrealized_Loss__NUL,Realized_Cap_UTXO_Age_Bands_pct,Stoch_D_14_3,y
2013-01-13,13.9,14.19,13.85,14.03,2012.89057888,1.862996541254928,7.629797125911062,1.01152787,623487.19191763,1.0068076,94095.66499802,,196325.0,5.82878787,5.8502804,,1.01417372,1.8388431262940952,,,,0.0,,91.15059948,23498.658416950002,93.10446898,1.86299654,9714274.77620178,0.009309053977723528,,0.01555926,5.67734221,,0.0
2013-01-14,14.03,14.08,13.84,13.84,2660.54586255,1.8533394091534008,7.640688045134644,1.00425978,1026691.21417211,1.00663242,82104.80625189,,277311.0,8.21722604,9.63060381,,1.01130516,1.8113551971033404,,,,-1.3542409123307164,,87.46177888,20838.112554400002,90.76972175,1.85333941,9324050.88589555,-0.01363494392484604,,0.01636248,5.40195538,,1.0
2013-01-15,13.84,14.04,13.61,13.94,1433.00850559,1.870687293306616,7.653855548979616,1.01645143,556688.86024135,1.00711167,112669.47234626,,193937.0,5.73621124,5.21994991,,1.01981356,1.8213042970034141,,,,-0.6414825374198136,,92.45029984,22271.12105999,93.36196455,1.87068729,9859491.55468314,0.007199455142854329,,0.01522368,4.35561853,,1.0
2013-01-16,13.94,14.01,13.5,14.01,3460.94751812,1.8662536285075708,7.669717305816416,1.01291535,726164.79590777,1.00446099,132256.0047005,81.10064442912767,218100.0,6.41904818,6.80715793,,1.01406986,1.8266644572904087,,,,-0.14255167498217802,,89.34487412,25732.06857811,92.36242164,1.86625363,9531011.76684396,0.0050089550165379046,87.32394366197185,0.0154978,7.15552632,,1.0
2013-01-17,14.01,14.3,13.88,14.22,5467.251003,1.911415761007875,7.694722596704906,1.02269749,536766.8002062,1.00849126,276790.43441866,84.48896781006492,175438.0,5.15059436,5.03017359,,1.02713736,1.8480198371399899,,,,0.0,,91.46191941,31199.31958111,93.73580884,1.91141576,9759846.43945071,0.014878064026179295,94.77124183006536,0.01325847,6.73635569,,1.0
2013-01-18,14.22,14.65,14.01,14.45,5066.8347912,2.012127104344506,7.752293434120595,1.04256447,447794.95959896,1.01962944,544922.0025688,87.19642877135074,117313.0,3.44012572,4.19530561,,1.04908653,1.8639645316314293,,,,0.0,,91.90035771,36266.154372310004,95.47569496,2.0121271,9809182.16057912,0.016044990183346337,88.95027624309387,0.01023713,7.81441495,90.3484872450437,1.0
2013-01-19,14.45,15.38,14.42,15.36,5177.16018349,2.018899189866547,7.784336733001037,1.02693544,435692.3146124,1.01334934,341797.12558661,92.65739801933734,112787.0,3.30075994,4.08076172,,1.03072533,1.9731931604246484,,,,0.0,,92.36254894,41443.3145558,95.59411894,2.01889919,9861309.10031152,0.061072313161085016,99.21259842519679,0.00955429,7.25320119,94.31137216611869,1.0
2013-01-20,15.36,15.7,15.09,15.7,7751.92008795,1.998598894327993,7.799527180769072,1.01584473,637325.17412502,1.00603079,144047.22551649,93.73293429972834,144571.0,4.21782954,5.9671346,,1.01863421,2.0129425330692805,,,,0.0,,91.14610734,49195.23464375,94.63122473,1.99859889,9734941.91880798,0.021893984634736338,100.0,0.00994613,5.90882155,96.05429155609689,0.0
2013-01-21,15.7,15.7,15.32,15.32,1876.55418354,2.0117499252247377,7.813889758485028,1.01071149,567845.27951907,1.00665183,124116.87436653,79.68421488967522,137276.0,3.9939786,5.31499242,,1.01630925,1.9606112286603683,,,,-2.4203821656050897,,92.01298464,47318.68046021,95.02294684,2.01174993,9830519.94832385,-0.024501548041817013,85.76779026217231,0.00956237,5.37216386,94.9934628957897,1.0
2013-01-22,15.32,15.69,15.32,15.5,1038.96449224,2.1301593726293784,7.877823479486569,1.05574694,344457.98192012,1.03086075,578104.48734051,81.12717717623511,95082.0,2.76262871,3.22310727,,1.06394142,1.9675485291541719,,,0.9476719593341009,-1.2738853503184668,,93.69645213,48357.64495245,96.31768632,2.13015937,10013470.90090277,0.01168085961275559,92.48120300751883,0.00637844,6.6796602,92.74966442323039,1.0
2013-01-23,15.5,16.98,15.4,16.32,5892.54638719,2.170349898335264,7.971147349079823,1.05803028,264905.69624357,1.04310328,1041457.3556666,86.00411955728232,75753.0,2.20028831,2.47789862,,1.08577638,2.0473840571876964,,,1.062803353795484,0.0,,93.26676639,54250.19133964,96.84797583,2.1703499,9970907.38566456,0.051551325610760076,83.206106870229,0.00546943,9.22040844,87.15170004664003,1.0
2013-01-24,16.32,17.6,16.22,17.49,3041.45755398,2.1855913403251903,8.0236387742289,1.02889336,264801.01976504,1.00994752,415442.56627779,89.98197873102058,75720.0,2.19386182,2.47618989,,1.03134487,2.179808998403078,,,1.1614304719109816,0.0,,94.17533788,57291.64889362,96.86803915,2.18559134,10071006.92115178,0.06923793949454962,97.5113122171945,0.0050546,7.39711042,91.06620736498077,1.0
2013-01-25,17.49,17.6,16.86,17.58,5646.67448725,2.099535285108096,8.04991761370176,1.01935092,643097.5174064,1.0129454,348305.24881193,90.21242289157439,128794.0,3.73838775,6.01149887,,1.02744891,2.1838732821410605,,,1.0597282410187006,0.0,,89.87143871,62938.323380869995,95.25481289,2.09953529,9614257.66887284,0.005132603226520216,99.54751131221713,0.00699028,8.64784766,93.42164346654687,1.0
2013-01-26,17.58,19.2,17.38,18.25,10239.25376022,2.1522350904564425,8.08796497483507,1.02394824,383505.49648029,1.01442399,386186.2473852,91.7363750490687,95953.0,2.78029866,3.58375662,,1.02855577,2.256439049474513,,,1.062032186139222,0.0,,92.75962848,73177.57714108999,96.20995858,2.15223509,9926407.15600274,0.037403187771469656,83.33333333333334,0.00524569,7.87157119,93.46405228758165,0.0
2013-01-27,18.25,18.5,16.0,17.22,9838.79653808,2.16087068032761,8.123405688210593,1.03456079,163767.11812171,1.01947356,457751.53432373,72.93535739040757,38140.0,1.10255751,1.52980253,,1.03840109,2.119800568989333,,,0.8518639555856837,-5.643835616438363,,94.84940452,63338.78060300999,97.8551007,2.16087068,10153737.70526952,-0.058093581028915854,65.26315789473684,0.00456636,8.03320868,82.7146675134291,0.0
2013-01-28,17.22,17.53,16.67,17.17,1906.54613315,2.18079975644229,8.191778251097052,1.03684813,381518.64102918,1.02526603,644617.70729189,72.16220158744463,65293.0,1.88055334,3.56263484,,1.0487181,2.0960040022690527,,,0.8107562944770037,-5.917808219178073,,92.85480522,61432.23446985999,97.12497948,2.18079976,9943718.82531081,-0.0029078240902004433,64.38596491228074,0.00469634,7.79153471,70.99415204678364,1.0
2013-01-29,17.17,17.6,16.9,17.54,2670.46098698,2.2752658651686715,8.260250005090825,1.035146,143905.13058851,1.01978795,612705.0091069,74.33070103441611,30988.0,0.88963711,1.34333031,,1.04172237,2.123422413267156,,,0.8342451553213995,-3.890410958904114,,94.87439538,64102.69545683999,98.00549377,2.27526587,10163481.14316462,0.021320312034652737,70.87719298245612,0.00368163,8.57899407,66.8421052631579,1.0
2013-01-30,17.54,18.2,17.43,18.18,3834.04110094,2.3241699149385213,8.396423196392938,1.05891748,86523.36957169,1.02820658,1297711.55323821,77.58348656043955,17401.0,0.49874547,0.80738347,,1.06973308,2.16520768126719,,,0.889293273506635,-0.38356164383561797,,94.68115358,67936.73655778,98.50935266,2.32416991,10146519.89368824,0.035838101805295904,80.82706766917293,0.00303845,10.53587385,72.03007518796994,1.0
2013-01-31,18.18,19.85,18.02,19.16,6171.87680633,2.325575167356161,8.487124804002482,1.05195981,86520.72957169,1.02109025,1093838.62677542,81.45808568159516,17399.0,0.49790254,0.80707077,,1.07289085,2.257537203996841,,,0.9709073126186217,0.0,,95.28703884,74108.61336410999,98.59586276,2.32557517,10215094.40300318,0.05250268379338166,88.1849315068493,0.00293889,9.06851495,79.96306405282611,1.0
2013-02-01,19.16,19.5,18.8,19.31,2765.99725857,2.382546252011339,8.60912690083893,1.05717923,77391.08005245,1.03781359,1178376.18155869,81.97173016334523,12979.0,0.37054653,0.72158406,,1.07509655,2.242968447603938,,,0.932941216113937,0.0,,95.24490216,76874.61062267999,98.6287009,2.38254625,10215172.77170984,0.007798323897708526,90.05524861878449,0.0025782,9.57233623,86.35574926493557,1.0
